English,Portuguese,instructions.thisRepN,instructions.thisTrialN,instructions.thisN,instructions.thisIndex,cycle.thisRepN,cycle.thisTrialN,cycle.thisN,cycle.thisIndex,study_period.thisRepN,study_period.thisTrialN,study_period.thisN,study_period.thisIndex,distractor_period.thisRepN,distractor_period.thisTrialN,distractor_period.thisN,distractor_period.thisIndex,test_period.thisRepN,test_period.thisTrialN,test_period.thisN,test_period.thisIndex,instruction_text.started,instruction_image.started,back_button.started,next_button.started,back_button.numClicks,back_button.timesOn,back_button.timesOff,next_button.numClicks,next_button.timesOn,next_button.timesOff,cue_study.started,target_study.started,cue_study.stopped,target_study.stopped,math_prompt.started,math_problem.started,math_resp.started,math_line.started,factor1,factor2,product,distractor_response,teclas_pressionadas,teclas_pressionadas_tempo,distractor_resp_corr,prompt_msg.started,prompt_resp.started,cue_test.started,target_test.started,response_corr,condition,target_test.text,cue_test.stopped,target_test.stopped,thanks_msg.started,thanks_resp.started,session_duration,participant,session,date,expName,psychopyVersion,frameRate,
donkey,burro,,,,,1,0,1,0,,,,,,,,,0,16,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.4992029999994,1068.4992029999994,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
manure,estrume,,,,,1,0,1,0,,,,,,,,,0,17,17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.4989096999925,1076.4989096999925,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
leaf,folha,,,,,1,0,1,0,,,,,,,,,0,18,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.4985562999937,1084.4985562999937,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
lake,lago,,,,,1,0,1,0,,,,,,,,,0,19,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.4984219999897,1092.4984219999897,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dust,poeira,,,,,1,0,1,0,,,,,,,,,0,20,20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.4976733999938,1100.4976733999938,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
egg,ovo,,,,,1,0,1,0,,,,,,,,,0,21,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.4975577000005,1108.4975577000005,1,SnT,ovo,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
trench,trincheira,,,,,1,0,1,0,,,,,,,,,0,22,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.4968623000022,1116.4968623000022,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
queen,rainha,,,,,1,0,1,0,,,,,,,,,0,23,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.5128104999894,1124.5128104999894,1,SnT,rainha,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
wheel,roda,,,,,1,0,1,0,,,,,,,,,0,24,24,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.5115751999983,1132.5115751999983,1,SnT,roda,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
flood,enchente,,,,,1,0,1,0,,,,,,,,,0,25,25,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.4967442999914,1140.4967442999914,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
plate,prato,,,,,1,0,1,0,,,,,,,,,0,26,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.4938522000011,1148.4938522000011,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
friend,amigo,,,,,1,0,1,0,,,,,,,,,0,27,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.5098610999994,1156.5098610999994,1,SnT,amigo,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
glue,cola,,,,,1,0,1,0,,,,,,,,,0,28,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.4945208999998,1164.4945208999998,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
scarf,cachecol,,,,,1,0,1,0,,,,,,,,,0,29,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.5092895999987,1172.5092895999987,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
soul,alma,,,,,1,0,1,0,,,,,,,,,0,30,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.4923178999888,1180.4923178999888,1,SnT,alma,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dog,cachorro,,,,,1,0,1,0,,,,,,,,,0,31,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.4925593999942,1188.4925593999942,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
carpet,tapete,,,,,1,0,1,0,,,,,,,,,0,32,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.492685899997,1196.492685899997,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
knee,joelho,,,,,1,0,1,0,,,,,,,,,0,33,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.4921292999934,1204.4921292999934,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
crab,caranguejo,,,,,1,0,1,0,,,,,,,,,0,34,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.491769699991,1212.491769699991,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
broom,vassoura,,,,,1,0,1,0,,,,,,,,,0,35,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.4911202999938,1220.4911202999938,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
silk,seda,,,,,1,0,1,0,,,,,,,,,0,36,36,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228.4905959999887,1228.4905959999887,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
snow,neve,,,,,1,0,1,0,,,,,,,,,0,37,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.4906690999924,1236.4906690999924,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
frog,sapo,,,,,1,0,1,0,,,,,,,,,0,38,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.4899624999962,1244.4899624999962,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bone,osso,,,,,1,0,1,0,,,,,,,,,0,39,39,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.4895449999894,1252.4895449999894,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
lake,lago,,,,,2,0,2,0,0,0,0,13,,,,,,,,,,,,,,,,,,,1260.505110699989,1260.505110699989,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
carpet,tapete,,,,,2,0,2,0,0,1,1,20,,,,,,,,,,,,,,,,,,,1265.4889623999916,1265.4889623999916,1270.4885921999958,1270.4885921999958,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
garden,jardim,,,,,2,0,2,0,0,2,2,8,,,,,,,,,,,,,,,,,,,1270.4885921999958,1270.4885921999958,1275.4884404999902,1275.4884404999902,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
snow,neve,,,,,2,0,2,0,0,3,3,24,,,,,,,,,,,,,,,,,,,1275.4884404999902,1275.4884404999902,1280.4881946999958,1280.4881946999958,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
leaf,folha,,,,,2,0,2,0,0,4,4,12,,,,,,,,,,,,,,,,,,,1280.4881946999958,1280.4881946999958,1285.4878995999898,1285.4878995999898,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dust,poeira,,,,,2,0,2,0,0,5,5,14,,,,,,,,,,,,,,,,,,,1285.4878995999898,1285.4878995999898,1290.4880051999935,1290.4880051999935,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
knee,joelho,,,,,2,0,2,0,0,6,6,21,,,,,,,,,,,,,,,,,,,1290.4880051999935,1290.4880051999935,1295.4881351999938,1295.4881351999938,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
cheese,queijo,,,,,2,0,2,0,0,7,7,9,,,,,,,,,,,,,,,,,,,1295.4881351999938,1295.4881351999938,1300.5033950999932,1300.5033950999932,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
poison,veneno,,,,,2,0,2,0,0,8,8,6,,,,,,,,,,,,,,,,,,,1300.5033950999932,1300.5033950999932,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
plate,prato,,,,,2,0,2,0,0,9,9,16,,,,,,,,,,,,,,,,,,,1305.504354699995,1305.504354699995,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
glue,cola,,,,,2,0,2,0,0,10,10,17,,,,,,,,,,,,,,,,,,,1310.5034631000017,1310.5034631000017,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
boat,barco,,,,,2,0,2,0,0,11,11,7,,,,,,,,,,,,,,,,,,,1315.5031815999973,1315.5031815999973,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
silk,seda,,,,,2,0,2,0,0,12,12,23,,,,,,,,,,,,,,,,,,,1320.5028565999964,1320.5028565999964,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bribe,propina,,,,,2,0,2,0,0,13,13,3,,,,,,,,,,,,,,,,,,,1325.5033289999992,1325.5033289999992,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
parrot,papagaio,,,,,2,0,2,0,0,14,14,5,,,,,,,,,,,,,,,,,,,1330.502506299992,1330.502506299992,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
frog,sapo,,,,,2,0,2,0,0,15,15,25,,,,,,,,,,,,,,,,,,,1335.502352800002,1335.502352800002,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
scarf,cachecol,,,,,2,0,2,0,0,16,16,18,,,,,,,,,,,,,,,,,,,1340.5020504999993,1340.5020504999993,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
trouble,problema,,,,,2,0,2,0,0,17,17,2,,,,,,,,,,,,,,,,,,,1345.5018086999917,1345.5018086999917,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bone,osso,,,,,2,0,2,0,0,18,18,26,,,,,,,,,,,,,,,,,,,1350.501558799995,1350.501558799995,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
crab,caranguejo,,,,,2,0,2,0,0,19,19,22,,,,,,,,,,,,,,,,,,,1355.5016946999967,1355.5016946999967,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
trench,trincheira,,,,,2,0,2,0,0,20,20,15,,,,,,,,,,,,,,,,,,,1360.517100099998,1360.517100099998,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
manure,estrume,,,,,2,0,2,0,0,21,21,11,,,,,,,,,,,,,,,,,,,1365.500832699996,1365.500832699996,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
donkey,burro,,,,,2,0,2,0,0,22,22,10,,,,,,,,,,,,,,,,,,,1370.500750799998,1370.500750799998,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
sleep,sono,,,,,2,0,2,0,0,23,23,1,,,,,,,,,,,,,,,,,,,1375.5007844999927,1375.5007844999927,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
yeast,levedura,,,,,2,0,2,0,0,24,24,0,,,,,,,,,,,,,,,,,,,1380.5001996999927,1380.5001996999927,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
cloud,nuvem,,,,,2,0,2,0,0,25,25,4,,,,,,,,,,,,,,,,,,,1385.4998804999923,1385.4998804999923,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dog,cachorro,,,,,2,0,2,0,0,26,26,19,,,,,,,,,,,,,,,,,,,1390.4996863999986,1390.4996863999986,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
,,,,,,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,1395.5151941999939,,,,3,14,42,,['space'],[118441.1996041],0,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
sleep,sono,,,,,2,0,2,0,,,,,,,,,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,1395.5151941999939,1395.5151941999939,1419.7484702999936,1419.7484702999936,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
cloud,nuvem,,,,,2,0,2,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.7645703999879,1427.7645703999879,1,SnT,nuvem,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
crab,caranguejo,,,,,2,0,2,0,,,,,,,,,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.7475204999937,1435.7475204999937,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
horse,cavalo,,,,,2,0,2,0,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.7472206999955,1443.7472206999955,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bone,osso,,,,,2,0,2,0,,,,,,,,,0,4,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451.7471743999922,1451.7471743999922,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bucket,balde,,,,,2,0,2,0,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.746574299992,1459.746574299992,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
friend,amigo,,,,,2,0,2,0,,,,,,,,,0,6,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467.7463598999893,1467.7463598999893,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
glue,cola,,,,,2,0,2,0,,,,,,,,,0,7,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.7460097000003,1475.7460097000003,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
beer,cerveja,,,,,2,0,2,0,,,,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.745238699994,1483.745238699994,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
trench,trincheira,,,,,2,0,2,0,,,,,,,,,0,9,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491.7449821999908,1491.7449821999908,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
cheese,queijo,,,,,2,0,2,0,,,,,,,,,0,10,10,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.7447545999894,1499.7447545999894,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bribe,propina,,,,,2,0,2,0,,,,,,,,,0,11,11,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.7442545999947,1507.7442545999947,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
frog,sapo,,,,,2,0,2,0,,,,,,,,,0,12,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.7439739999973,1515.7439739999973,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
knee,joelho,,,,,2,0,2,0,,,,,,,,,0,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523.743426599991,1523.743426599991,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
trouble,problema,,,,,2,0,2,0,,,,,,,,,0,14,14,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.7437735999993,1531.7437735999993,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
yeast,levedura,,,,,2,0,2,0,,,,,,,,,0,15,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.7427241999976,1539.7427241999976,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
plate,prato,,,,,2,0,2,0,,,,,,,,,0,16,16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547.7423114999983,1547.7423114999983,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
boat,barco,,,,,2,0,2,0,,,,,,,,,0,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.7418701999995,1555.7418701999995,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
broom,vassoura,,,,,2,0,2,0,,,,,,,,,0,18,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.7420486999908,1563.7420486999908,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
olives,azeitona,,,,,2,0,2,0,,,,,,,,,0,19,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.7413527999888,1571.7413527999888,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
queen,rainha,,,,,2,0,2,0,,,,,,,,,0,20,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.7408699999942,1579.7408699999942,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
parrot,papagaio,,,,,2,0,2,0,,,,,,,,,0,21,21,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.740793399993,1587.740793399993,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
leaf,folha,,,,,2,0,2,0,,,,,,,,,0,22,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.7400460999925,1595.7400460999925,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
food,comida,,,,,2,0,2,0,,,,,,,,,0,23,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.7396326000016,1603.7396326000016,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
soul,alma,,,,,2,0,2,0,,,,,,,,,0,24,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.739181099998,1611.739181099998,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
curtain,cortina,,,,,2,0,2,0,,,,,,,,,0,25,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.7388173999934,1619.7388173999934,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
snow,neve,,,,,2,0,2,0,,,,,,,,,0,26,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.7384915000002,1627.7384915000002,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
carpet,tapete,,,,,2,0,2,0,,,,,,,,,0,27,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.7380391999905,1635.7380391999905,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
