English,Portuguese,instructions.thisRepN,instructions.thisTrialN,instructions.thisN,instructions.thisIndex,cycle.thisRepN,cycle.thisTrialN,cycle.thisN,cycle.thisIndex,study_period.thisRepN,study_period.thisTrialN,study_period.thisN,study_period.thisIndex,distractor_period.thisRepN,distractor_period.thisTrialN,distractor_period.thisN,distractor_period.thisIndex,test_period.thisRepN,test_period.thisTrialN,test_period.thisN,test_period.thisIndex,instruction_text.started,instruction_image.started,back_button.started,next_button.started,back_button.numClicks,back_button.timesOn,back_button.timesOff,next_button.numClicks,next_button.timesOn,next_button.timesOff,cue_study.started,target_study.started,cue_study.stopped,target_study.stopped,math_prompt.started,math_problem.started,math_resp.started,math_line.started,factor1,factor2,product,distractor_response,teclas_pressionadas,teclas_pressionadas_tempo,distractor_resp_corr,prompt_msg.started,prompt_resp.started,cue_test.started,target_test.started,response_corr,condition,target_test.text,cue_test.stopped,target_test.stopped,thanks_msg.started,thanks_resp.started,session_duration,participant,session,date,expName,psychopyVersion,frameRate,
flood,enchente,,,,,2,0,2,0,,,,,,,,,0,28,28,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.7382019999932,1643.7382019999932,0,SnT,,1651.737295400002,1651.737295400002,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
garden,jardim,,,,,2,0,2,0,,,,,,,,,0,29,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.737295400002,1651.737295400002,0,SnT,,1659.7373908000009,1659.7373908000009,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
silk,seda,,,,,2,0,2,0,,,,,,,,,0,30,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.7373908000009,1659.7373908000009,0,SnT,,1667.7366329999932,1667.7366329999932,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
egg,ovo,,,,,2,0,2,0,,,,,,,,,0,31,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.7366329999932,1667.7366329999932,0,SnT,,1675.7363599999953,1675.7363599999953,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
poison,veneno,,,,,2,0,2,0,,,,,,,,,0,32,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.7363599999953,1675.7363599999953,0,SnT,,1683.7359809999907,1683.7359809999907,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
lake,lago,,,,,2,0,2,0,,,,,,,,,0,33,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.7359809999907,1683.7359809999907,0,SnT,,1691.735543399991,1691.735543399991,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
wheel,roda,,,,,2,0,2,0,,,,,,,,,0,34,34,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691.735543399991,1691.735543399991,0,SnT,,1699.7351127000002,1699.7351127000002,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dust,poeira,,,,,2,0,2,0,,,,,,,,,0,35,35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.7351127000002,1699.7351127000002,0,SnT,,1707.7348062999954,1707.7348062999954,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
donkey,burro,,,,,2,0,2,0,,,,,,,,,0,36,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.7348062999954,1707.7348062999954,0,SnT,,1715.7344183999958,1715.7344183999958,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
scarf,cachecol,,,,,2,0,2,0,,,,,,,,,0,37,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.7344183999958,1715.7344183999958,0,SnT,,1723.7343274000013,1723.7343274000013,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
manure,estrume,,,,,2,0,2,0,,,,,,,,,0,38,38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.7343274000013,1723.7343274000013,0,SnT,,1731.733548899996,1731.733548899996,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dog,cachorro,,,,,2,0,2,0,,,,,,,,,0,39,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.733548899996,1731.733548899996,0,SnT,,1739.7488330999913,1739.7488330999913,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bribe,propina,,,,,3,0,3,0,0,0,0,6,,,,,,,,,,,,,,,,,,,1739.7488330999913,1739.7488330999913,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
boat,barco,,,,,3,0,3,0,0,1,1,12,,,,,,,,,,,,,,,,,,,1744.7495144999993,1744.7495144999993,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
snow,neve,,,,,3,0,3,0,0,2,2,15,,,,,,,,,,,,,,,,,,,1749.749314899993,1749.749314899993,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
lake,lago,,,,,3,0,3,0,0,3,3,20,,,,,,,,,,,,,,,,,,,1754.7495301000017,1754.7495301000017,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
sleep,sono,,,,,3,0,3,0,0,4,4,0,,,,,,,,,,,,,,,,,,,1759.7493974999961,1759.7493974999961,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
plate,prato,,,,,3,0,3,0,0,5,5,11,,,,,,,,,,,,,,,,,,,1764.7487116999982,1764.7487116999982,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
carpet,tapete,,,,,3,0,3,0,0,6,6,16,,,,,,,,,,,,,,,,,,,1769.7483593999932,1769.7483593999932,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
manure,estrume,,,,,3,0,3,0,0,7,7,24,,,,,,,,,,,,,,,,,,,1774.748209199999,1774.748209199999,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
knee,joelho,,,,,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,1779.7479974999878,1779.7479974999878,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
silk,seda,,,,,3,0,3,0,0,9,9,18,,,,,,,,,,,,,,,,,,,1784.748236399988,1784.748236399988,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
garden,jardim,,,,,3,0,3,0,0,10,10,17,,,,,,,,,,,,,,,,,,,1789.7474449000001,1789.7474449000001,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
trench,trincheira,,,,,3,0,3,0,0,11,11,4,,,,,,,,,,,,,,,,,,,1794.7477245999908,1794.7477245999908,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
glue,cola,,,,,3,0,3,0,0,12,12,3,,,,,,,,,,,,,,,,,,,1799.7470031999983,1799.7470031999983,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
leaf,folha,,,,,3,0,3,0,0,13,13,14,,,,,,,,,,,,,,,,,,,1804.7473162999959,1804.7473162999959,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
crab,caranguejo,,,,,3,0,3,0,0,14,14,1,,,,,,,,,,,,,,,,,,,1809.7472676999896,1809.7472676999896,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
parrot,papagaio,,,,,3,0,3,0,0,15,15,13,,,,,,,,,,,,,,,,,,,1814.74635999999,1814.74635999999,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bone,osso,,,,,3,0,3,0,0,16,16,2,,,,,,,,,,,,,,,,,,,1819.7461547999992,1819.7461547999992,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
cheese,queijo,,,,,3,0,3,0,0,17,17,5,,,,,,,,,,,,,,,,,,,1824.7464057999896,1824.7464057999896,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
yeast,levedura,,,,,3,0,3,0,0,18,18,10,,,,,,,,,,,,,,,,,,,1829.7468319999898,1829.7468319999898,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
poison,veneno,,,,,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,1834.7453544000018,1834.7453544000018,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
trouble,problema,,,,,3,0,3,0,0,20,20,9,,,,,,,,,,,,,,,,,,,1839.7451273999905,1839.7451273999905,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dog,cachorro,,,,,3,0,3,0,0,21,21,25,,,,,,,,,,,,,,,,,,,1844.745240999997,1844.745240999997,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
donkey,burro,,,,,3,0,3,0,0,22,22,22,,,,,,,,,,,,,,,,,,,1849.7447123999882,1849.7447123999882,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
frog,sapo,,,,,3,0,3,0,0,23,23,7,,,,,,,,,,,,,,,,,,,1854.7444890999905,1854.7444890999905,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
scarf,cachecol,,,,,3,0,3,0,0,24,24,23,,,,,,,,,,,,,,,,,,,1859.744239599997,1859.744239599997,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dust,poeira,,,,,3,0,3,0,0,25,25,21,,,,,,,,,,,,,,,,,,,1864.7439907999942,1864.7439907999942,,,,,,,,,,,,,,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
,,,,,,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,1869.759334199989,,,,2,10,20,,['space'],[118915.444294],0,,,,,,,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
food,comida,,,,,3,0,3,0,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,1869.759334199989,1869.759334199989,3216.0291034999973,3216.0291034999973,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
donkey,burro,,,,,3,0,3,0,,,,,,,,,0,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,3224.0462210999976,3224.0462210999976,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
yeast,levedura,,,,,3,0,3,0,,,,,,,,,0,2,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232.0298538999923,3232.0298538999923,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
queen,rainha,,,,,3,0,3,0,,,,,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240.0449372000003,3240.0449372000003,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bucket,balde,,,,,3,0,3,0,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,3248.0280090000015,3248.0280090000015,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
curtain,cortina,,,,,3,0,3,0,,,,,,,,,0,5,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,3256.0453424000007,3256.0453424000007,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dust,poeira,,,,,3,0,3,0,,,,,,,,,0,6,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264.0454407999932,3264.0454407999932,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
olives,azeitona,,,,,3,0,3,0,,,,,,,,,0,7,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272.043432099992,3272.043432099992,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
sleep,sono,,,,,3,0,3,0,,,,,,,,,0,8,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.0275236000016,3280.0275236000016,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
poison,veneno,,,,,3,0,3,0,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3288.0278843999986,3288.0278843999986,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
flood,enchente,,,,,3,0,3,0,,,,,,,,,0,10,10,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,3296.0268276999996,3296.0268276999996,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
manure,estrume,,,,,3,0,3,0,,,,,,,,,0,11,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304.026182699992,3304.026182699992,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
boat,barco,,,,,3,0,3,0,,,,,,,,,0,12,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312.0252336999984,3312.0252336999984,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
soul,alma,,,,,3,0,3,0,,,,,,,,,0,13,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320.024616900002,3320.024616900002,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
crab,caranguejo,,,,,3,0,3,0,,,,,,,,,0,14,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328.041404799995,3328.041404799995,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
carpet,tapete,,,,,3,0,3,0,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,3336.0236847999913,3336.0236847999913,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
trench,trincheira,,,,,3,0,3,0,,,,,,,,,0,16,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344.040035699989,3344.040035699989,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
horse,cavalo,,,,,3,0,3,0,,,,,,,,,0,17,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352.0417708999885,3352.0417708999885,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
glue,cola,,,,,3,0,3,0,,,,,,,,,0,18,18,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360.03960009999,3360.03960009999,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
scarf,cachecol,,,,,3,0,3,0,,,,,,,,,0,19,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368.0391291999986,3368.0391291999986,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
cloud,nuvem,,,,,3,0,3,0,,,,,,,,,0,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3376.023100899998,3376.023100899998,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
broom,vassoura,,,,,3,0,3,0,,,,,,,,,0,21,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3384.020675699998,3384.020675699998,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
leaf,folha,,,,,3,0,3,0,,,,,,,,,0,22,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392.036857599989,3392.036857599989,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
lake,lago,,,,,3,0,3,0,,,,,,,,,0,23,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0369065999985,3400.0369065999985,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bone,osso,,,,,3,0,3,0,,,,,,,,,0,24,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,3408.038427499996,3408.038427499996,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
garden,jardim,,,,,3,0,3,0,,,,,,,,,0,25,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,3416.102762900002,3416.102762900002,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
egg,ovo,,,,,3,0,3,0,,,,,,,,,0,26,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3424.0356987999985,3424.0356987999985,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
knee,joelho,,,,,3,0,3,0,,,,,,,,,0,27,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432.018749900002,3432.018749900002,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
snow,neve,,,,,3,0,3,0,,,,,,,,,0,28,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440.036587999988,3440.036587999988,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
beer,cerveja,,,,,3,0,3,0,,,,,,,,,0,29,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448.0176472999883,3448.0176472999883,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
parrot,papagaio,,,,,3,0,3,0,,,,,,,,,0,30,30,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456.0181942999916,3456.0181942999916,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
silk,seda,,,,,3,0,3,0,,,,,,,,,0,31,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464.0172711999912,3464.0172711999912,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
dog,cachorro,,,,,3,0,3,0,,,,,,,,,0,32,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472.038253199993,3472.038253199993,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
friend,amigo,,,,,3,0,3,0,,,,,,,,,0,33,33,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480.034113499991,3480.034113499991,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
frog,sapo,,,,,3,0,3,0,,,,,,,,,0,34,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488.0160957999906,3488.0160957999906,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
wheel,roda,,,,,3,0,3,0,,,,,,,,,0,35,35,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496.033134199999,3496.033134199999,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
plate,prato,,,,,3,0,3,0,,,,,,,,,0,36,36,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504.032503399998,3504.032503399998,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
bribe,propina,,,,,3,0,3,0,,,,,,,,,0,37,37,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,3512.01493379999,3512.01493379999,0,SnT,,,,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
cheese,queijo,,,,,3,0,3,0,,,,,,,,,0,38,38,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520.0150080999883,3520.0150080999883,0,SnT,,3528.0142771999963,3528.0142771999963,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
trouble,problema,,,,,3,0,3,0,,,,,,,,,0,39,39,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528.0142771999963,3528.0142771999963,0,SnT,,3536.0137692999997,3536.0137692999997,,,,robson,001,2023-01-28_17h04.32.129,aula_047,2022.2.1,60.53375028609759,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3536.0137692999997,3536.0137692999997,3379.0469673000043,,,,,,,
